Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
350,"MARRIED","Wedded to another person.","Mari?
MARRIED
olewa","","","Finding","N/A","eHealth System Developer","eHealth System Developer"
351,"DIVORCED","Answer which describes a type of civil status.","Divorc?
DIVORCED
Taraka","","","Misc","N/A","eHealth System Developer","eHealth System Developer"
352,"MARITAL STATUS","More detailed description of the following encounter form question:  ""Are you currently married or living with a partner?""","Hali ya afya ya raia
?tat civil
MARITAL STATUS","DIVORCED
N/A
LIVING WITH PARTNER
Single
SEPARATED
MARRIED
WIDOWED","","Question","Coded","","eHealth System Developer"
353,"BLOOD TRANSFUSION","The process of administering fluid into a vein or an artery with blood.","BLOOD TRANSFUSION","","","Misc","Boolean","","eHealth System Developer"
354,"NOT DONE","General descriptive answer.","NOT DONE","","","Misc","N/A","","eHealth System Developer"
355,"TOTAL MATERNAL TO CHILD TRANSMISSION PROPHYLAXIS","Describes the use of drugs to prevent the maternal to child transmission of HIV during pregnancy.","TPMTCT
TOTAL MATERNAL TO CHILD TRANSMISSION PROPHYLAXIS
TOTAL PMTCT
T-PMTCT","NO
UNKNOWN
YES","","Procedure","Coded","","eHealth System Developer"
356,"HIV INFECTED","Describes when a person has actually been confirmed to be infected with the Human Immunodeficiency Virus.","HIV INFECTED
HIV POS","UNKNOWN
NEGATIVE
POSITIVE","","Diagnosis","Coded","","eHealth System Developer"
357,"Vag","Describes a routine fetal delivery through the vaginal tract which occured spontaneously.","SVD
Vag
ACCOUCHEMENT SPONTAN? PAR VOIE NATURELLE
SPONTANEOUS VAGINAL DELIVERY","YES
NO
UNKNOWN","","Finding","Coded","eHealth System Developer","eHealth System Developer"
358,"Elect C/S","A surgical incision through the abdominal wall and uterus, performed to deliver a fetus.","C-SECTION
CESAREAN SECTION
C?sarienne
Elect C/S","","","Procedure","N/A","eHealth System Developer","eHealth System Developer"
359,"BREECH DELIVERY","Delivery of a fetus with the buttocks or feet appearing first.","BREECH PRESENTATION
BREECH
BREECH BIRTH
BREECH DELIVERY","","","Finding","N/A","eHealth System Developer","eHealth System Developer"
360,"MEDICAL RECORD OBSERVATIONS","General description for clinical observations entered into the system.","MEDICAL RECORD OBSERVATIONS","","","Misc","N/A","","eHealth System Developer"
361,"RAPID PLASMA REAGIN","","RPR test
R?AGINE RAPIDE
RPR
RAPID PLASMA REAGIN","NON-REACTIVE
UNKNOWN
POSITIVE
REACTIVE
NEGATIVE","","Test","Coded","eHealth System Developer","eHealth System Developer"
362,"SPUTUM GRAM STAIN","","SPUTUM GRAM STAIN
Gram Stain, Sputum
EXAMEN DES CRACHATS","POSITIVE
NEGATIVE
OTHER NON-CODED","","Test","Coded","eHealth System Developer","eHealth System Developer"
363,"ORDER FOR THREE SPUTUMS FOR AFB","","TROIS ?CHANTILLONS DE CRACHATS POUR ANALYSE
ORDER FOR THREE SPUTUMS FOR AFB","","","Misc Order","N/A","eHealth System Developer","eHealth System Developer"
364,"ERYTHROCYTE SEDIMENTATION RATE","Measurement of the sedimation rate of red blood cells in a blood specimen.","SED RATE
ESR
ERYTHROCYTE SEDIMENTATION RATE
WESTERGREN SED RATE","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
365,"Na+","Laboratory test that determines a blood serum sodium level.SERUM SODIUM","Na+
NA
SODIUM","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
366,"SERUM CHLORIDE","Laboratory test that determines a blood serum chloride level.","CL
CHLORIDE
SERUM CHLORIDE","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
367,"SERUM CARBON DIOXIDE","Laboratory test that determines a blood serum carbon dioxide level.","SERUM CO2
CO2
TCO2
BICARBONATE
SERUM CARBON DIOXIDE
TOTAL CO2","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
368,"SERUM POTASSIUM","Laboratory test that determines a blood serum potassium level.","K
POTASSIUM
SERUM POTASSIUM","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
369,"Serum Calcium","Measurement of serum calcium level","Serum Calcium
Ca","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
370,"SERUM ELECTROLYTES","Serum electrolyte chemistry panel.","SERUM ELECTROLYTES
CHEM7
ELECTROLYTES","","SERUM CARBON DIOXIDE
SERUM CHLORIDE
SERUM POTASSIUM
Na+
Serum Calcium","LabSet","N/A","eHealth System Developer","eHealth System Developer"
371,"STOOL FOR OVA AND CYSTS, QUALITATIVE","","O & C, Stool, Qual
Selles O&C, Qualitatif
STOOL FOR OVA AND CYSTS, QUALITATIVE","POSITIVE
NEGATIVE","","Test","Coded","eHealth System Developer","eHealth System Developer"
372,"COMPUTED TOMOGRAPHY SCAN, HEAD","A sectional view of the head constructed by computed tomography.","HEAD CT
COMPUTED TOMOGRAPHY SCAN, HEAD","NORMAL
ABNORMAL","","Test","Coded","eHealth System Developer","eHealth System Developer"
373,"FOUR PLUS","Four plus result (scale + - ++++)","FOUR PLUS
++++","","","Finding","Boolean","eHealth System Developer","eHealth System Developer"
374,"MALARIA SMEAR, QUALITATIVE","Peripheral smear study for malarial parasites is the gold standard in diagnosing malarial infection. It involves collection of a blood smear, staining and examination of the the red blood cells for intracellular malarial parasites.","MALARIA SMEAR, QUALITATIVE
FROTTIS POUR D?TECTER PALUDISME
malaria sm, qual","FOUR PLUS
NEGATIVE
ONE PLUS
TWO PLUS
THREE PLUS","","Misc Order","Coded","eHealth System Developer","eHealth System Developer"
375,"Platelets count","Number of platelets counted per micro-liter.","Platelets count","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
376,"Tuberculin Skin Test","Widely used test for detecting asymptomatic tuberculosis infection, or latent tuberculosis infection.","TB Skin Test
Tuberculin Skin Test
Test Tuberculinique","","","Test","Numeric","eHealth System Developer","eHealth System Developer"
378,"TRACE","A small amount. Used for test results.","TRACE
TRACE","","","Misc","N/A","eHealth System Developer","eHealth System Developer"
379,"URINE PROTEIN (DIP STICK)","Qualitative test for protein in the urine.","URINE PROTEIN (DIP STICK)
RECHERCHE PROT?INE (URINE)","THREE PLUS
TRACE
NEGATIVE
POSITIVE
ONE PLUS
FOUR PLUS
TWO PLUS","","Test","Coded","eHealth System Developer","eHealth System Developer"
380,"URINE DIPSTICK","","BANDELLETTES URISTIX
URINE DIPSTICK","ABNORMAL
UNKNOWN
NORMAL","","Misc Order","Coded","eHealth System Developer","eHealth System Developer"
381,"Electroencephalogram","This test is used to measure and record electrical activities of the brain.","?lectroenc?phalogramme
Electroencephalogram
EEG (electroencephalogram)
EEG","","","Test","N/A","eHealth System Developer","eHealth System Developer"
382,"TESTS ORDERED","Question on encounter form.  Answers are the tests (0 to many) ordered during a particular patient visit.","TESTS ORDERED
EXAMENS DEMAND?S","HEMOGLOBIN (HB/PCV)
None
SERUM GLUCOSE
VDRL
SERUM ELECTROLYTES
X-RAY, CHEST
Sputum AFB
MALARIAL SMEAR
ORDER FOR THREE SPUTUMS FOR AFB
ERYTHROCYTE SEDIMENTATION RATE
AST
BLOOD TYPING
URINE PREGNANCY TEST
HEMATOCRIT (HCT)
WBC
SPUTUM GRAM STAIN
ALT/SGPT
RAPID PLASMA REAGIN
Electroencephalogram
URINE PROTEIN (DIP STICK)
URINE DIPSTICK
HIV ENZYME IMMUNOASSAY, QUALITATIVE
OTHER NON-CODED
Tuberculin Skin Test
BRUCELLA TEST
HIV DNA POLYMERASE CHAIN REACTION, QUALITATIVE
Platelets count
WIDAL TEST
Creatinine
URINARY ALBUMIN
COMPUTED TOMOGRAPHY SCAN, HEAD
URINALYSIS ORDER
MALARIA SMEAR, QUALITATIVE
COMPLETE BLOOD COUNT
SYPHILIS RESULT
STOOL FOR OVA AND CYSTS, QUALITATIVE
CD4 PANEL
VIRAL LOAD","","Question","Coded","","eHealth System Developer"
383,"MEDICATION ORDERS","Drugs that are ordered at a given patient encounter.","M?dicaments prescrits
MEDICATION ORDERS","","","Misc","Coded","eHealth System Developer","eHealth System Developer"
384,"LABORATORY ORDERS","Labs that are ordered at a particular patient visit.","LABORATORY ORDERS","","STOOL EXAM
SERUM GLUCOSE
Sputum AFB
MALARIAL SMEAR
CD4 COUNT
CD4 %","Finding","Coded","Strategic Information","eHealth System Developer"
385,"PROBLEM LIST","List of problems for a given patient visit.","PROBLEM LIST
DIAGNOSIS LIST","","","Misc","N/A","eHealth System Developer","eHealth System Developer"
386,"HIV RAPID TEST 2, QUALITATIVE","Qualitative interpretation of rapid HIV screening test 2.","HIV RAPID 2 QUAL
HIV RAPID TEST 2, QUALITATIVE","NEGATIVE
POSITIVE
POOR SAMPLE QUALITY","","Test","Coded","","eHealth System Developer"
387,"MID-UPPER ARM CIRCUMFERENCE","MUAC is the circumference of the left upper arm, measured at the mid-point between the tip of the shoulder and the tip of the elbow.  MUAC is useful for the assessment of nutritional status.","MUAC
CIRCONF?RENCE DU HAUT DU BRAS
??? ??? ????? ???? ?? ???
MID-UPPER ARM CIRCUMFERENCE","","","Test","Numeric","","eHealth System Developer"
388,"NUMBER OF NIGHTS IN PAST WEEK SLEPT UNDER A BEDNET","The question used on a form to record the number of nights in the past week that the patient slept under a bednet.","NOMBRE DE NUITS PASS?ES SOUS MOUSTIQUAIRE PENDANT LA SEMAINE
NUMBER OF NIGHTS IN PAST WEEK SLEPT UNDER A BEDNET
Ni amajoro angahe wa ryamye mu inzitiramubu mu cyumweru gishize
Nights under Bednet","","","Question","Numeric","","eHealth System Developer"
389,"VILLAGE","Village is the name of the location of residence","VILLAGE","","","Question","Text","","eHealth System Developer"
390,"HRS","Participation in sex with non-married, non-cohabitating partner","Ngono zembe
High Risk Sex
Rapport sexuel ? haut risque
HRS","","","Question","Boolean","","eHealth System Developer"
391,"HIV Test","Any form of test for HIV-1","HIV Test
HIV Test
Test VIH
kiasi au wingi wa virusi vya ukimwi mwilini
HUMAN IMMUNODEFICIENCY VIRUS TEST","INDETERMINATE
POSITIVE
NEGATIVE","","Procedure","Coded","eHealth System Developer","eHealth System Developer"
392,"NORPLANT (IMPLANTABLE CONTRACEPTIVE)","The NORPLANT SYSTEM kit contains levonorgestrel implants, a set of six flexible closed capsules made of silicone rubber tubing (Silastic? , dimethylsiloxane/methylvinylsiloxane copolymer), each containing 36 mg of the progestin levonorgestrel contained in an insertion kit to facilitate implantation. The capsules are sealed with Silastic (polydimethylsiloxane) adhesive and sterilized. Each capsule is 2.4 mm in diameter and 34 mm in length. The capsules are inserted in a superficial plane beneath the skin of the upper arm.","Norplant
NORPLANT (IMPLANT CONTRACEPTIF)
NORPLANT (IMPLANTABLE CONTRACEPTIVE)","","","Drug","Boolean","eHealth System Developer","eHealth System Developer"
393,"REQUESTS FAMILY PLANNING INFORMATION","","Wants Fam Planning
Demande d'information sur le planning familial
REQUESTS FAMILY PLANNING INFORMATION","","","Question","Boolean","","eHealth System Developer"
394,"AMBULANCE","Mode of transport in an ambulance","gari la kubeba mahututi
Ambulance
AMBULANCE
ambul??ncia","","","Misc","Boolean","eHealth System Developer","eHealth System Developer"
395,"OTHER FORM OF TRANSPORT","Neither village truck or ambulance","Other transport
OTHER FORM OF TRANSPORT","","","Misc","Boolean","eHealth System Developer","eHealth System Developer"
396,"VILLAGE TRUCK","Mode of transportation","VILLAGE TRUCK
Lori la  kijiji
Camion du village","","","Misc","Boolean","eHealth System Developer","eHealth System Developer"
397,"ARRIVED BY MOTORIZED PUBLIC TRANSPORTATION","Method of transportation or arrival at the health facility or other location (taxi, bus, public van or other form of motorized public transportation)","ARRIVED BY MOTORIZED PUBLIC TRANSPORTATION
ARRIV?E PAR MOYENS DE TRANSPORT EN COMMUN
ARRIVED BY PUBLIC VAN
ARRIVED BY TAXI
ARRIVED BY BUS","","","Misc","Boolean","eHealth System Developer","eHealth System Developer"
398,"ARRIVED BY FOOT","Method of transportation or arrival at the health facility or other location (walked or did not use vehicle)","ARRIVED BY FOOT
ARRIV?E ? PIEDS
Walking","","","Misc","Boolean","eHealth System Developer","eHealth System Developer"
399,"MODE OF TRANSPORT","","MODE OF TRANSPORT
Transport mode
Mode de transport","ARRIVED BY FOOT
AMBULANCE
OTHER FORM OF TRANSPORT
VILLAGE TRUCK
ARRIVED BY MOTORIZED PUBLIC TRANSPORTATION","","Question","Coded","","eHealth System Developer"
400,"CLINIC PROCEDURE","","CLINIC PROCEDURE
Hata / utaratibu wa kliniki
Proc?dure clinique","","","Misc Order","Boolean","","eHealth System Developer"
401,"UTILISATION VACCIN CONTRACEPTIF","","Depo-provera use
UTILISATION VACCIN CONTRACEPTIF","","","Finding","Boolean","eHealth System Developer","eHealth System Developer"
402,"SURGICAL STERILIZATION STATUS","","???? ?????? ????? ????? ???
s/p sterilization
Statut de st?rilisation chirurgicale
SURGICAL STERILIZATION STATUS","","","Finding","Boolean","eHealth System Developer","eHealth System Developer"
403,"JADELLE (IMPLANTABLE CONTRACEPTIVE)","Jadelle? is a set of two flexible cylindrical implants, consisting of a dimethylsiloxane/ methylvinylsiloxane copolymer core enclosed in thin-walled silicone tubing. Each implant contains 75 mg of the progestin levonorgestrel. The implants are sealed with polydimethylsiloxane adhesive and sterilized. Each implant is approximately 2.5 mm in diameter and 43 mm in length. The implants are inserted in a superficial plane beneath the skin of the upper arm.","JADELLE (IMPLANTABLE CONTRACEPTIVE)
JADELLE (IMPLANT CONTRACEPTIF)
?? ???? ???? ????? ???
LEVONORGESTREL IMPLANT","","","Drug","Boolean","eHealth System Developer","eHealth System Developer"
404,"MEDROXYPROGESTERONE ACETATE","A synthetic steroid progestational hormone C24H34O4 that is used especially in the treatment of amenorrhea and abnormal uterine bleeding, in conjunction with conjugated estrogens to relieve the symptoms of menopause and to prevent osteoporosis, and as an injectable contraceptive.","AC?TATE MEDROXYPROGEST?RONE
MEDROXYPROGESTERONE ACETATE
DEPO-PROVERA
DEPOPROVERA","","","Drug","N/A","eHealth System Developer","eHealth System Developer"
405,"injectable/implantable hormones","Injectable medicines which enable deliberate prevention of conception or impregnation.","CONTRACEPTIFS INJECTABLES
????? ???? ????? ???
injectable/implantable hormones
INJECTABLE HORMONES
INJECTABLE CONTRACEPTIVES","","MEDROXYPROGESTERONE ACETATE","MedSet","N/A","eHealth System Developer","eHealth System Developer"
406,"NATURAL FAMILY PLANNING","A method of birth control that involves abstention from sexual intercourse during the period of ovulation which is determined through observation and measurement of bodily signs (as cervical mucus and body temperature).","RHYTHM METHOD
M?THODE NATURELLE DE PLANNING FAMILIAL
NATURAL FAMILY PLANNING","","","Misc","N/A","eHealth System Developer","eHealth System Developer"
407,"INTRAUTERINE DEVICE","A device (as a spiral of plastic or a ring of stainless steel) inserted and left in the uterus to prevent effective conception.","?? ???? ???? ????? ???
IUCD
INTRAUTERINE DEVICE
OUTIL INTRA-UTERIN
IUD","","","Misc","N/A","eHealth System Developer","eHealth System Developer"
408,"CERVICAL CAP","A molded cap, usually of thin rubber fitted over the uterine cervix to act as a mechanical contraceptive barrier.","Diaphragm/cervical cap
DIAPHRAGME CERVICAL
CERVICAL CAP
Cervical contraceptive cap
Ni fumbatio au kitenganishi kati ya kifua na tumbo
DIAPHRAGM","","","Misc","N/A","eHealth System Developer","eHealth System Developer"
409,"CURRENT CONTRACEPTIVE USE","","contraceptive use
UTILISATION ACTUELLE DES CONTRACEPTIVES
CURRENT CONTRACEPTIVE USE
Matumizi ya uzazi wa mpango ulio hai","Oral contraceptive pills
INTRAUTERINE DEVICE
UTILISATION VACCIN CONTRACEPTIF
CERVICAL CAP
SURGICAL STERILIZATION STATUS
OTHER NON-CODED
JADELLE (IMPLANTABLE CONTRACEPTIVE)
injectable/implantable hormones
NATURAL FAMILY PLANNING
CONDOMS
NORPLANT (IMPLANTABLE CONTRACEPTIVE)
None","","Question","Coded","","eHealth System Developer"
410,"History of Tuberculosis","Patient had active tuberculosis in past.","Historia ya kifua kikuu
History of Tuberculosis
hx tb
Historique Tuberculose","","","Finding","Boolean","","eHealth System Developer"
411,"HISTORY OF PRESENT ILLNESS","","HPI
HISTORY OF PRESENT ILLNESS","","","Finding","Text","","eHealth System Developer"
412,"PHYSICAL EXAM","Textual field to capture generic physical exam.","PHYSICAL EXAM
PE","","","Finding","Text","","eHealth System Developer"
413,"immunization date","The full date of a vaccination","tarehe ya kupewa chanjo/Kinga
Vaccination date
Date de vaccination
immunization date","","","Finding","Date","eHealth System Developer","eHealth System Developer"
414,"IMMUNIZATION SEQUENCE NUMBER","","NUM?RO des vaccinationS
immunization no
vaccination sequence number
IMMUNIZATION SEQUENCE NUMBER","","","Finding","Numeric","eHealth System Developer","eHealth System Developer"
415,"VACCINE MANUFACTURER","","Kiwanda cha kutengeneza chanjo
VACCINE MANUFACTURER
Fabricant du vaccin
vaccine maker","","","Finding","Text","eHealth System Developer","eHealth System Developer"
416,"VACCINE LOT NUMBER","","VACCINE LOT NUMBER
vaccine lot no
Namba ya chanjo
Num?ro du lot du vaccin
immunization lot number","","","Finding","Text","eHealth System Developer","eHealth System Developer"
417,"IMMUNIZATION HISTORY","","immunization hx
vaccination history
vaccination hx
IMMUNIZATION HISTORY
Historique vaccinale","","IMMUNIZATION SEQUENCE NUMBER
VACCINE LOT NUMBER
immunization date
IMMUNIZATIONS
VACCINE MANUFACTURER","Finding","N/A","","eHealth System Developer"
